BMBF-416_S16_L001_R2_001.fq,500,0.5,0.5,0.56,0.46,0.49,0.48,0.66,0.48
BMBF-416_S16_L001_R2_001.fq,1000,0.54,0.54,0.59,0.52,0.53,0.52,0.71,0.52
BMBF-416_S16_L001_R2_001.fq,5000,0.55,0.54,0.59,0.51,0.54,0.52,0.73,0.53
BMBF-416_S16_L001_R2_001.fq,10000,0.58,0.57,0.62,0.54,0.56,0.55,0.76,0.56
BMBF-416_S16_L001_R2_001.fq,50000,0.57,0.56,0.62,0.53,0.56,0.54,0.76,0.55
BMBF-416_S16_L001_R2_001.fq,100000,0.58,0.56,0.62,0.53,0.56,0.55,0.76,0.55
BMBF-448_S11_L001_R1_001.fq,500,0.67,0.69,0.76,0.65,0.67,0.97,0.7,0.65
BMBF-448_S11_L001_R1_001.fq,1000,0.66,0.67,0.74,0.64,0.65,0.96,0.68,0.65
BMBF-448_S11_L001_R1_001.fq,5000,0.68,0.68,0.76,0.65,0.68,0.97,0.7,0.66
BMBF-448_S11_L001_R1_001.fq,10000,0.67,0.69,0.76,0.66,0.68,0.97,0.71,0.66
BMBF-448_S11_L001_R1_001.fq,50000,0.67,0.68,0.75,0.65,0.67,0.97,0.69,0.65
BMBF-448_S11_L001_R1_001.fq,100000,0.67,0.68,0.75,0.65,0.67,0.97,0.69,0.66
BMBF-448_S11_L001_R2_001.fq,500,0.58,0.59,0.66,0.57,0.59,0.85,0.61,0.58
BMBF-448_S11_L001_R2_001.fq,1000,0.6,0.61,0.67,0.58,0.59,0.86,0.61,0.58
BMBF-448_S11_L001_R2_001.fq,5000,0.61,0.62,0.69,0.6,0.61,0.88,0.63,0.6
BMBF-448_S11_L001_R2_001.fq,10000,0.62,0.63,0.7,0.6,0.62,0.89,0.64,0.6
BMBF-448_S11_L001_R2_001.fq,50000,0.61,0.62,0.69,0.59,0.62,0.88,0.64,0.6
BMBF-448_S11_L001_R2_001.fq,100000,0.61,0.62,0.69,0.59,0.62,0.89,0.63,0.6
BMBF-459_S12_L001_R1_001.fq,500,0.66,0.65,0.75,0.63,0.65,0.63,0.69,0.9
BMBF-459_S12_L001_R1_001.fq,1000,0.69,0.69,0.76,0.65,0.68,0.65,0.72,0.92
BMBF-459_S12_L001_R1_001.fq,5000,0.68,0.67,0.76,0.64,0.67,0.64,0.71,0.91
BMBF-459_S12_L001_R1_001.fq,10000,0.68,0.67,0.76,0.64,0.67,0.65,0.71,0.91
BMBF-459_S12_L001_R1_001.fq,50000,0.68,0.67,0.76,0.64,0.67,0.65,0.71,0.91
BMBF-459_S12_L001_R1_001.fq,100000,0.68,0.67,0.77,0.65,0.67,0.65,0.71,0.92
BMBF-459_S12_L001_R2_001.fq,500,0.57,0.56,0.67,0.54,0.56,0.57,0.61,0.79
BMBF-459_S12_L001_R2_001.fq,1000,0.61,0.61,0.69,0.58,0.6,0.58,0.64,0.82
BMBF-459_S12_L001_R2_001.fq,5000,0.62,0.61,0.69,0.58,0.6,0.58,0.65,0.83
BMBF-459_S12_L001_R2_001.fq,10000,0.62,0.61,0.7,0.59,0.61,0.59,0.65,0.83
BMBF-459_S12_L001_R2_001.fq,50000,0.61,0.61,0.69,0.58,0.6,0.59,0.65,0.83
BMBF-459_S12_L001_R2_001.fq,100000,0.62,0.62,0.7,0.59,0.61,0.59,0.65,0.84
BMBF-467_S13_L001_R1_001.fq,500,0.65,0.66,0.71,0.62,0.65,0.95,0.65,0.62
BMBF-467_S13_L001_R1_001.fq,1000,0.66,0.67,0.73,0.64,0.66,0.96,0.67,0.65
BMBF-467_S13_L001_R1_001.fq,5000,0.66,0.65,0.72,0.63,0.65,0.96,0.67,0.65
